;Identifiant_Museofile;Adresse;Commune;Departement;Latitude;Longitude;Nom_officiel_du_musee;Code_Postal;Region_administrative;Type
569;M1170;;Boulogne-Billancourt;Hauts-de-Seine;48.834945;2.241177;musee Paul Belmondo et de la scuplture figurative du Xxe siecle;92100.0;ile-de-France;Museum
570;M0413;12 rue du centre;Neuilly-sur-Seine;Hauts-de-Seine;48.879608;2.252754;musee des automates;92200.0;ile-de-France;Museum
571;M0415;Place du 11 novembre;Rueil-Malmaison;Hauts-de-Seine;48.877678;2.18183;musee d'histoire locale - memoire de la ville;92500.0;ile-de-France;Museum
572;M0417;Domaine Departemental de Sceaux;Sceaux;Hauts-de-Seine;48.774707;2.299024;musee du domaine departemental de Sceaux;92330.0;ile-de-France;Museum
573;M0418;1 place de la gare de Suresnes-Longchamp;Suresnes;Hauts-de-Seine;48.868303;2.221944;MUS - musee d'histoire urbaine et sociale de Suresnes;92150.0;ile-de-France;Museum
574;M1149;s'adresser a la mairie;Courbevoie;Hauts-de-Seine;48.89817716;2.257985001;musee des travaux publics;92974.0;ile-de-France;Museum
575;M5016;Avenue du chateau de Malmaison;Rueil-Malmaison;Hauts-de-Seine;48.873334;2.1689;musee national des chateaux de Malmaison et de Bois Preau;92500.0;ile-de-France;Museum
576;M5019;Place de la Manufacture;Sevres;Hauts-de-Seine;48.817037;2.205733;musee national de la ceramique;92310.0;ile-de-France;Museum
577;M0411;16, rue Auguste Gervais;Issy-les-Moulineaux;Hauts-de-Seine;48.822771;2.273453;musee fran�ais de la carte a jouer et galerie d'histoire de la ville;92130.0;ile-de-France;Museum
578;M0428;1, rue Gabriel de Mortillet;Chelles;Hauts-de-Seine;48.87682;2.603374;musee des transports urbains, interurbains et ruraux;77500.0;ile-de-France;Museum
579;M0363;62 rue des Archives;Paris (3eme);Paris;48.861491;2.358608;musee de la chasse et de la nature;75003.0;ile-de-France;Museum
580;M0364;71, rue du Temple;Paris (3eme);Paris;48.86095;2.355608;musee d'art et d'histoire du juda�sme;75003.0;ile-de-France;Museum
581;M0365;;Paris;Paris;48.843955;2.352176;musee de l'institut du monde arabe;75005.0;ile-de-France;Museum
582;M1108;10 avenue Pierre Ier de Serbie;Paris;Paris;48.86613681;2.2972485;Palais Galliera, musee de la mode et de la ville de Paris;75116.0;ile-de-France;Museum
583;M1202;1 rue Cabanis;Paris;Paris;48.830264;2.340376;musee d'art et d'histoire de l'hopital Sainte-Anne;75014.0;ile-de-France;Museum
584;M5051;;Paris;Paris;48.845748;2.33167;musee de l'Ecole nationale superieure des beaux-arts;75006.0;ile-de-France;Museum
585;M5055;37 quai Branly;Paris;Paris;48.861511;2.29771;musee du Quai Branly - Jacques Chirac;75007.0;ile-de-France;Museum
586;M9024;1, place Alphonse Laveran;Paris;Paris;48.840814;2.341091;musee du service de sante des armees du Val-de-Grace;75005.0;ile-de-France;Museum
587;M1103;16 rue Antoine Bourdelle;Paris;Paris;48.843017;2.31883;musee Bourdelle;75015.0;ile-de-France;Museum
588;M5004;6 rue de F�rstenberg;Paris (6eme);Paris;48.854434;2.335679;musee Eugene Delacroix;75006.0;ile-de-France;Museum
589;M5007;85, rue du Cherche-Midi;Paris (6eme);Paris;48.847429;2.322709;musee Hebert;75006.0;ile-de-France;Museum
590;M5030;;Paris (1er);Paris;48.868053;2.326622;musee de l'Orangerie des Tuileries;75001.0;ile-de-France;Museum
591;M5039;43, avenue de Villiers;Paris (17eme);Paris;48.883045;2.307689;musee Jean-Jacques Henner;75017.0;ile-de-France;Museum
592;M5041;14, rue de la Rochefoucauld;Paris (9eme);Paris;48.877878;2.334383;musee Gustave Moreau;75009.0;ile-de-France;Museum
593;M5042;1 place du Trocadero;Paris;Paris;48.862323;2.281879;musee des monuments fran�ais;75016.0;ile-de-France;Museum
594;M5043;5, rue Thorigny;Paris (3eme);Paris;48.8597;2.362644;musee Picasso;75003.0;ile-de-France;Museum
595;M5084;;Paris;Paris;48.836753;2.390394;musee national de l'histoire et des cultures de l'immigration;75012.0;ile-de-France;Museum
596;M7004;36, rue Geoffroy Saint-Hilaire;Paris (5eme);Paris;48.841491;2.355989;galerie de mineralogie et de geologie (museum national d'histoire naturelle);75005.0;ile-de-France;Museum
597;M7008;17, place du Trocadero;Paris (16eme);Paris;48.862548;2.28222;musee de l'homme (museum national d'histoire naturelle);75016.0;ile-de-France;Museum
598;M7009;;Paris (5eme);Paris;48.847667;2.342646;galerie de botanique (museum national d'histoire naturelle);75005.0;ile-de-France;Museum
599;M0366;16 rue Cadet;Paris (9eme);Paris;48.874991;2.343088;musee de la Franc-Ma�onnerie;75009.0;ile-de-France;Museum
600;M1101;11 avenue du President Wilson;Paris;Paris;48.86460322;2.298432342;musee d'art moderne de la ville de Paris;75116.0;ile-de-France;Museum
601;M1104;23, rue de Sevigne;Paris;Paris;48.85699;2.362856;musee Carnavalet - histoire de Paris;75003.0;ile-de-France;Museum
602;M1106;7 avenue Velasquez;Paris;Paris;48.879693;2.312194;musee Cernuschi, musee des arts de l'Asie de la ville de Paris;75008.0;ile-de-France;Museum
603;M1107;8 rue Elzevir;Paris;Paris;48.858257;2.361524;musee Cognacq-Jay, musee du XVIIIe siecle de la ville de Paris;75003.0;ile-de-France;Museum
604;M1113;16 rue Chaptal;Paris;Paris;48.880899;2.333278;musee de la vie romantique;75009.0;ile-de-France;Museum
605;M1116;34, boulevard de Vaugirard;Paris (15eme);Paris;48.84156094;2.317700896;musee de la poste;75731.0;ile-de-France;Museum
606;M1204;5 avenue Marceau;Paris;Paris;48.873694;2.280339;musee Yves Saint Laurent Paris;75116.0;ile-de-France;Museum
607;M5005;6, place d'Iena;Paris (16eme);Paris;48.86425;2.293754;musee des arts asiatiques Guimet;75116.0;ile-de-France;Museum
608;M5031;Musee du Louvre, 75058 Paris CEDEX 01;Paris (1er);Paris;48.8607946;2.33781566;musee du Louvre;75058.0;ile-de-France;Museum
609;M5040;59, avenue Foch;Paris (16eme);Paris;48.871845;2.281997;musee d'Ennery;75116.0;ile-de-France;Museum
610;M5059;2, rue de la Legion d'honneur;Paris (7eme);Paris;48.860294;2.324768;musee national de la Legion d'honneur et des ordres de chevalerie;75007.0;ile-de-France;Museum
611;M5071;129 rue de Grenelle;Paris;Paris;48.858219;2.312885;musee des Plans-reliefs;75007.0;ile-de-France;Museum
612;M5073;63, rue de Monceau;Paris (8eme);Paris;48.878849;2.312855;musee Nissim de Camondo (Union centrale des arts decoratifs);75008.0;ile-de-France;Museum
613;M0369;12, rue Cortot;Paris (18eme);Paris;48.887709;2.340577;musee de Montmartre;75018.0;ile-de-France;Museum
614;M1076;10 rue des Fosses-Saint-Marcel;Paris (5eme);Paris;48.838805;2.356007;musee de l'assistance publique - hopitaux de Paris;75005.0;ile-de-France;Museum
615;M1102;47 rue Raynouard;Paris;Paris;48.855398;2.280805;maison de Balzac;75016.0;ile-de-France;Museum
616;M1109;23 allee de la 2eme Division Blindee;Paris;Paris;48.840614;2.319773;musee de la Liberation de Paris - musee du general Leclerc - musee Jean Moulin;75015.0;ile-de-France;Museum
617;M5025;129, rue de Grenelle;Paris (7eme);Paris;48.858219;2.312885;musee de l'armee;75007.0;ile-de-France;Museum
618;M5026;17, place du Trocadero;Paris (16eme);Paris;48.86425;2.293754;musee national de la marine;75116.0;ile-de-France;Museum
619;M5057;221, avenue Jean-Jaures;Paris (19eme);Paris;48.889306;2.393807;musee de la musique;75019.0;ile-de-France;Museum
620;M5060;1, rue de Bellechasse;Paris (7eme);Paris;48.859157;2.323672;musee d'Orsay;75007.0;ile-de-France;Museum
621;M5065;60, rue Reaumur;Paris (3eme);Paris;48.865357;2.357046;musee des arts et metiers;75003.0;ile-de-France;Museum
622;M5066;11, quai de Conti;Paris (6eme);Paris;48.857003;2.338699;musee des monnaies et medailles;75006.0;ile-de-France;Museum
623;M7005;57, rue Cuvier;Paris (5eme);Paris;48.843834;2.355199;galerie d'entomologie (museum national d'histoire naturelle);75005.0;ile-de-France;Museum
624;M7006;36, rue Geoffroy Saint-Hilaire;Paris (5eme);Paris;48.841491;2.355989;grande galerie de l'evolution (museum national d'histoire naturelle);75005.0;ile-de-France;Museum
625;M1111;Avenue Winston-Churchill;Paris;Paris;48.86609;2.313763;Petit Palais, musee des beaux-arts de la ville de Paris;75008.0;ile-de-France;Museum
626;M1114;6 place des Vosges;Paris;Paris;48.854808;2.366232;maison de Victor Hugo;75004.0;ile-de-France;Museum
627;M1115;100 bis rue d'Assas;Paris;Paris;48.842793;2.333457;musee Zadkine;75006.0;ile-de-France;Museum
628;M5003;6, place Paul Painleve;Paris (5eme);Paris;48.850437;2.344553;musee du Moyen age - thermes et hotel de Cluny;75005.0;ile-de-France;Museum
629;M5021;107, rue de Rivoli;Paris (1er);Paris;48.863218;2.3333;musee des arts decoratifs (Union centrale des arts decoratifs);75001.0;ile-de-France;Museum
630;M5044;77 rue de Varenne;Paris (7eme);Paris;48.855868;2.31598;musee Rodin;75007.0;ile-de-France;Museum
631;M5050;Place Georges Pompidou;Paris (4eme);Paris;48.86080432;2.352223541;musee national d'art moderne (centre national d'art et de culture Georges Pompidou);75191.0;ile-de-France;Museum
632;M7003;2, rue Buffon;Paris (5eme);Paris;48.842168;2.359933;galerie d'anatomie comparee et de paleontologie (museum national d'histoire naturelle);75005.0;ile-de-France;Museum
633;M0377;937, rue Henri Chapu;Le Mee-sur-Seine;Seine-et-Marne;48.534859;2.635235;musee Henri Chapu;77350.0;ile-de-France;Museum
634;M0382;48 avenue Etienne Dailly;Nemours;Seine-et-Marne;48.260312;2.714321;musee de prehistoire d'ile-de-France;77140.0;ile-de-France;Museum
635;M0384;17, avenue de la Ferte-sous-Jouarre;Saint-Cyr-sur-Morin;Seine-et-Marne;48.90803;3.18169;musee des pays de Seine-et-Marne;77750.0;ile-de-France;Museum
636;M0371;Place de la Republique;Chelles;Seine-et-Marne;48.87766;2.591845;musee Alfred Bonno;77500.0;ile-de-France;Museum
637;M0374;s'adresser a la mairie;Crecy-la-Chapelle;Seine-et-Marne;48.85813263;2.908441509;musee municipal;77580.0;ile-de-France;Museum
638;M0375;88 rue St Honore;Fontainebleau;Seine-et-Marne;48.406893;2.698781;musee d'art et d'histoire militaire;77300.0;ile-de-France;Museum
639;M9013;Avenue du 13e Dragons;Melun;Seine-et-Marne;48.54648;2.651583;musee de la Gendarmerie;77000.0;ile-de-France;Museum
640;M0373;13, rue Louis Braille;Coupvray;Seine-et-Marne;48.867372;2.712931;maison natale de Louis Braille;77400.0;ile-de-France;Museum
641;M0378;5, place Charles-de-Gaulle;Meaux;Seine-et-Marne;48.938016;2.87061;musee Bossuet;77100.0;ile-de-France;Museum
642;M0379;5 rue du Franc Murier;Melun;Seine-et-Marne;48.536398;2.658972;musee de Melun;77000.0;ile-de-France;Museum
643;M0381;Rue Gautier 1er - Cour du Chateau;Nemours;Seine-et-Marne;48.265518;2.696157;chateau musee de Nemours;77140.0;ile-de-France;Museum
644;M0383;7, rue du Palais;Provins;Seine-et-Marne;48.561624;3.290374;musee de Provins et du Provinois;77160.0;ile-de-France;Museum
645;M0386;4, quai Stephane-Mallarme;Vulaines-sur-Seine;Seine-et-Marne;48.430323;2.746605;musee departemental Stephane Mallarme;77870.0;ile-de-France;Museum
646;M1171;Rue Lazare Ponticelli;Meaux;Seine-et-Marne;48.955281;2.901461;musee de la Grande Guerre;77100.0;ile-de-France;Museum
647;M5013;Chateau de Fontainebleau - Place du general de Gaulle;Fontainebleau;Seine-et-Marne;48.402815;2.696858;musee national du chateau de Fontainebleau;77300.0;ile-de-France;Museum
648;M0370;92, Grande Rue;Barbizon;Seine-et-Marne;48.446181;2.602464;musee de l'ecole de Barbizon - auberge Ganne;77630.0;ile-de-France;Museum
649;M0372;Parc des capucins;Coulommiers;Seine-et-Marne;48.810834;3.086974;musee municipal des Capucins;77120.0;ile-de-France;Museum
650;M0376;8 cour Pierre Herbin;Lagny-sur-Marne;Seine-et-Marne;48.879644;2.707767;musee Gatien Bonnet;77400.0;ile-de-France;Museum
651;M0380;place de Samois;Moret-sur-Loing;Seine-et-Marne;48.373638;2.815046;musee municipal;77250.0;ile-de-France;Museum
652;M0385;Place George-Henri Riviere;Savigny-le-Temple;Seine-et-Marne;48.599142;2.570872;ecomusee;77176.0;ile-de-France;Museum
653;M0420;31, boulevard Theophile Sueur;Montreuil-sous-bois;Seine-Saint-Denis;48.866151;2.469481;musee de l'histoire vivante;93100.0;ile-de-France;Museum
654;M0422;22 bis, rue Gabriel Peri;Saint-Denis;Seine-Saint-Denis;48.932336;2.355796;musee d'art et d'histoire Paul Eluard;93200.0;ile-de-France;Museum
655;M0423;12 rue Albert-Dhalenne;Saint-Ouen;Seine-Saint-Denis;48.915848;2.330639;musee municipal;93400.0;ile-de-France;Museum
656;M5024;BP 173;Le Bourget;Seine-Saint-Denis;48.94681951;2.435562436;musee de l'air et de l'espace;93352.0;ile-de-France;Museum
657;M0434;4 place du Chateau;Guiry-en-Vexin;Val d'Oise;49.108589;1.849395;musee archeologique departemental du Val d'Oise;95450.0;ile-de-France;Museum
658;M0435;31 Grande rue;L'Isle-Adam;Val d'Oise;49.112285;2.21638;musee d'art et d'histoire Louis Senlecq;95290.0;ile-de-France;Museum
659;M1213;Manoir des Colombieres;Auvers-sur-Oise;Val d'Oise;49.07148015;2.17178325;Musee Daubigny;95430.0;ile-de-France;Museum
660;M0437;5, rue Jean-Jacques Rousseau;Montmorency;Val d'Oise;48.986892;2.320916;musee Jean-Jacques Rousseau;95160.0;ile-de-France;Museum
661;M5012;Chateau d'Ecouen;Ecouen;Val d'Oise;49.015862;2.378424;musee de la Renaissance - chateau d'Ecouen;95440.0;ile-de-France;Museum
662;M0436;56 rue de Paris;Louvres;Val d'Oise;49.041117;2.50695;ARCHeA, Archeologie en Pays de France;95380.0;ile-de-France;Museum
663;M0438;4, rue Lemercier;Pontoise;Val d'Oise;49.050929;2.099776;musee Tavet Delacour;95300.0;ile-de-France;Museum
664;M0432;12-14 Boulevard Leon Feix;Argenteuil;Val d'Oise;48.946909;2.249331;musee du vieil Argenteuil;95100.0;ile-de-France;Museum
665;M0439;17, rue du Chateau;Pontoise;Val d'Oise;49.048396;2.099887;musee Pissarro;95300.0;ile-de-France;Museum
666;M5064;7 avenue du General de Gaulle;Maisons-Alfort;Val-de-Marne;48.81278283;2.423362965;musee Fragonard;94704.0;ile-de-France;Museum
667;M0425;88 avenue Marx Dormoy BP 135;Champigny-sur-Marne;Val-de-Marne;48.80748349;2.525362871;musee de la resistance nationale;94501.0;ile-de-France;Museum
668;M0424;1, grande rue Charles de Gaulle;Bry-sur-Marne;Val-de-Marne;48.835224;2.519827;musee Adrien Mentienne;94360.0;ile-de-France;Museum
669;M0426;41, rue Maurice Tenine;Fresnes;Val-de-Marne;48.75525;2.326389;ecomusee;94260.0;ile-de-France;Museum
670;M0429;5, rue Saint-Hilaire - 92, avenue du Bac - Rue de la Poste;Saint Maur des Fosses;Val-de-Marne;48.79310938;2.514901836;musee de Saint-Maur - Villa Medicis;94210.0;ile-de-France;Museum
671;M0431;Place de la Liberation;Vitry-sur-Seine;Val-de-Marne;48.792821;2.387072;musee d'art contemporain du Val-de-Marne;94400.0;ile-de-France;Museum
672;M0427;36, boulevard Gallieni;Nogent-sur-Marne;Val-de-Marne;48.84026;2.484292;musee;94130.0;ile-de-France;Museum
673;M0430;31, rue Louis-Lenoir;Villiers-sur-Marne;Val-de-Marne;48.826701;2.543144;musee Emile Jean;94350.0;ile-de-France;Museum
674;M0394;1 enclos de l'Abbaye;Poissy;Yvelines;48.928429;2.037892;musee du jouet Pierre Pinel;78300.0;ile-de-France;Museum
675;M0397;38 rue au Pain;Saint-Germain-en-Laye;Yvelines;48.794403;2.127681;musee municipal;78000.0;ile-de-France;Museum
676;M0387;Place Gevelot;Conflans-Sainte-Honorine;Yvelines;48.992445;2.095621;musee de la batellerie;78700.0;ile-de-France;Museum
677;M0390;1 Grille royale - Parc de Marly;Marly-le-Roi-Louveciennes;Yvelines;48.859572;2.109482;musee du domaine royal de Marly Louveciennes/Marly-le-Roi;78160.0;ile-de-France;Museum
678;M0391;;Maule;Yvelines;48.908246;1.847178;musee Victor Aubert;78580.0;ile-de-France;Museum
679;M0398;Quai Fran�ois Truffaut;Montigny-le-Bretonneux;Yvelines;48.782594;2.042664;musee de la ville;78180.0;ile-de-France;Museum
680;M0399;Conservation des collections;Saint-Remy-les-Chevreuses;Yvelines;48.706544;2.069096;collections de la fondation de Coubertin;78470.0;ile-de-France;Museum
681;M5045;Route des Granges;Magny-les-Hameaux;Yvelines;48.748437;2.01579;musee de Port-Royal des Champs;78114.0;ile-de-France;Museum
682;M0392;5 rue Maurice-Ravel;Montfort-l'Amaury;Yvelines;48.776137;1.805464;maison-musee Maurice Ravel;78490.0;ile-de-France;Museum
683;M0393;;Poissy;Yvelines;48.92797;2.044648;musee d'art et d'histoire;78300.0;ile-de-France;Museum
684;M0388;54, rue Charles de Gaulle;Jouy-en-Josas;Yvelines;48.768986;2.153216;musee de la toile de Jouy;78350.0;ile-de-France;Museum
685;M0400;54, boulevard de la Reine;Versailles;Yvelines;48.808966;2.130624;musee Lambinet;78000.0;ile-de-France;Museum
686;M1186;26 Rue Pasteur;Medan;Yvelines;48.952745;1.995035;musee Zola-Dreyfus;78670.0;ile-de-France;Museum
687;M5001;Place Charles de Gaulle;Saint-Germain-en-Laye;Yvelines;48.897879;2.094936;musee d'archeologie nationale (des origines a l'an mille) - chateau de Saint-Germain-en-Laye;78100.0;ile-de-France;Museum
688;M0389;1 rue Thiers;Mantes-la-Jolie;Yvelines;48.990874;1.719901;musee de l'hotel-Dieu;78200.0;ile-de-France;Museum
689;M0395;4, place Jeanne d'Arc;Rambouillet;Yvelines;48.646025;1.823892;musee Rambolitrain;78120.0;ile-de-France;Museum
690;M0396;2bis, rue Maurice Denis;Saint-Germain-en-Laye;Yvelines;48.892495;2.087541;musee departemental Maurice Denis;78100.0;ile-de-France;Museum
691;M5077;;Versailles;Yvelines;48.804537;2.134053;musee national des chateaux de Versailles et de Trianon;78000.0;ile-de-France;Museum
692;M0658;Chateau;Caen;Calvados;49.162048;-0.34514;musee de Normandie;14000.0;Normandie;Museum
693;M0669;rue Saint-Benoit;Saint-Pierre-sur-Dives;Calvados;49.0196;-0.033249;musee des techniques fromageres;14170.0;Normandie;Museum
694;M7063;5 avenue Jean Moulin;Villers-sur-mer;Calvados;49.328057;0.013729;musee paleontologique;14640.0;Normandie;Museum
695;M0654;Place du 6 juin;Arromanches;Calvados;49.339971;-0.62156;musee du Debarquement;14117.0;Normandie;Museum
696;M0659;BP 6261;Caen;Calvados;49.19751134;-0.383840027;memorial de Caen, un musee pour la paix;14066.0;Normandie;Museum
697;M0655;Centre Guillaume le Conquerant, 13bis rue de Nesmond, 14400 Bayeux (Tapisserie de Bayeux) / 37, rue du Bienvenu (MAHB);Bayeux;Calvados;49.27615187;-0.703063031;Tapisserie de Bayeux - MAHB musee d'art et d'histoire Baron Gerard;14402.0;Normandie;Museum
698;M0657;Musee des beaux-arts;Caen;Calvados;49.18615123;-0.361223819;musee des beaux-arts;14000.0;Normandie;Museum
699;M0663;rue de La Fosse-Frandemiche;Le-Molay-Littry;Calvados;49.243172;-0.877058;musee de la mine;14330.0;Normandie;Museum
700;M0664;Moulin de Marcy;Le-Molay-Littry;Calvados;49.227605;-0.904606;musee de la meunerie - moulin de Marcy;14330.0;Normandie;Museum
701;M0665;38, boulevard Pasteur;Lisieux;Calvados;49.144581;0.219329;musee d'art et d'histoire;14100.0;Normandie;Museum
702;M0666;107 rue Grande;Orbec;Calvados;49.022096;0.406804;musee municipal le vieux manoir;14290.0;Normandie;Museum
703;M0670;Chapelle Notre-Dame-du-Val;Tilly-sur-Seulles;Calvados;49.177537;-0.612546;musee de la bataille de Tilly-sur-Seulles;14250.0;Normandie;Museum
704;M0672;2 place Sainte-Anne;Vire;Calvados;48.835996;-0.888245;musee municipal;14500.0;Normandie;Museum
705;M1077;13 chemin Hausse;Vieux;Calvados;49.105412;-0.431321;musee et sites archeologiques de Vieux-la-Romaine;14930.0;Normandie;Museum
706;M0656;A la mairie;Beaumont-en-Auge;Calvados;49.263268;0.107383;musee Langlois;14950.0;Normandie;Museum
707;M0660;S'adresser a la mairie;Caen;Calvados;49.1813016;-0.372151129;musee de la Societe des antiquaires;14000.0;Normandie;Museum
708;M0661;Rue de l'Homme de Bois;Honfleur;Calvados;49.42241759;0.230866735;musee Eugene Boudin;14602.0;Normandie;Museum
709;M0662;Quai Saint-Etienne et rue de la Prison;Honfleur;Calvados;49.419863;0.233625;musee d'ethnographie et d'arts populaires et musee de la marine;14600.0;Normandie;Museum
710;M0668;D 268;Saint-Germain-de-Livet;Calvados;49.074299;0.191032;chateau;14100.0;Normandie;Museum
711;M0667;Chateau de Pontecoulant;Pontecoulant;Calvados;48.896128;-0.587689;musee du chateau;14110.0;Normandie;Museum
712;M0671;64 rue du General-Leclerc;Trouville-sur-Mer;Calvados;49.37135;0.083538;musee de la villa Montebello;14360.0;Normandie;Museum
713;M7072;Esplanade Jean - Marie Louvel;Caen;Calvados;49.1805901;-0.372187156;musee d'initiation a la nature;14027.0;Normandie;Museum
714;M0702;route de Sainte-Marguerite;Conches-en-Ouche;Eure;48.955254;0.935945;musee municipal;27190.0;Normandie;Museum
715;M0704;Place de l'Eglise;La Couture-Boussey;Eure;48.908972;1.386877;musee des instruments a vent;27750.0;Normandie;Museum
716;M0708;12 rue du Pont;Vernon;Eure;49.094855;1.484927;musee Alphonse-Georges Poulain;27200.0;Normandie;Museum
717;M0701;Place Guillaume-de-Volpiano;Bernay;Eure;49.088944;0.598806;musee municipal;27300.0;Normandie;Museum
718;M0706;Place Ernest Thorel;Louviers;Eure;49.215649;1.168552;musee municipal;27400.0;Normandie;Museum
719;M0703;6 rue Charles Corbeau;Evreux;Eure;49.023998;1.1502;musee de l'ancien ev�che;27000.0;Normandie;Museum
720;M0705;Rue Sainte-Clotilde;Les Andelys;Eure;49.245827;1.420009;musee Nicolas Poussin;27700.0;Normandie;Museum
721;M0707;64 rue de la Republique;Pont-Audemer;Eure;49.356747;0.515774;musee Alfred Canel;27500.0;Normandie;Museum
722;M0682;2 rue Lecarpentier;Granville;Manche;48.837248;-1.602814;musee d'Art et d'Histoire de Granville;50400.0;Normandie;Museum
723;M0685;Place du Champ de Mars;Saint-Lo;Manche;49.116174;-1.087574;musee des beaux-arts;50000.0;Normandie;Museum
724;M0679;Montee des Resistants;Cherbourg;Manche;49.630736;-1.616324;musee de la Liberation;50100.0;Normandie;Museum
725;M0680;2 rue Quesnel-Moriniere;Coutances;Manche;49.047263;-1.446668;musee Quesnel-Moriniere;50200.0;Normandie;Museum
726;M0684;;Granville;Manche;48.83751;-1.588374;musee Christian Dior;50400.0;Normandie;Museum
727;M0693;25 rue du General Huard;Villedieu-les-Po�les;Manche;48.840754;-1.221648;musee de la po�lerie;50800.0;Normandie;Museum
728;M0687;Le bourg - 50670 Saint-Michel-de-Montjoie;Saint-Michel-de-Montjoie;Manche;48.774021;-1.037895;musee du Granit;50670.0;Normandie;Museum
729;M0691;Rue du Petit-Versailles;Valognes;Manche;49.505993;-1.470416;musee regional du cidre et du calvados;50700.0;Normandie;Museum
730;M1190;1 rue de Beauvais;Sainte-Mere-Eglise;Manche;49.412401;-1.319894;ferme-musee du Cotentin;50480.0;Normandie;Museum
731;M0675;Cour du Chateau;Bricquebec;Manche;49.424753;-1.649839;musee du vieux chateau;50260.0;Normandie;Museum
732;M0681;Hotel de Ville;Equeurdreville-Hainneville;Manche;49.64899337;-1.652644352;musee municipal;50120.0;Normandie;Museum
733;M0688;66 rue Bottin Desylles;Saint-Sauveur-le-Vicomte;Manche;49.384499;-1.533001;musee Barbey d'Aurevilly;50390.0;Normandie;Museum
734;M0689;BP 3;Saint-Vaast-la-Hougue;Manche;49.587648;-1.267813;musee maritime de l'ile Tatihou;50550.0;Normandie;Museum
735;M0690;Place Charles-De-Gaulle;Torigni-sur-Vire;Manche;49.03409883;-0.978710667;musee du chateau;50160.0;Normandie;Museum
736;M0673;place Jean de Saint-Avit;Avranches;Manche;48.687696;-1.363384;musee municipal de l'Avranchin;50300.0;Normandie;Museum
737;M0674;La Logeraie;Barenton;Manche;48.587979;-0.806137;musee du Poire;50720.0;Normandie;Museum
738;M0676;Place du Cardinal Guilbert;Cerisy-la-For�t;Manche;49.19308;-0.936738;musee de l'abbaye;50680.0;Normandie;Museum
739;M0677;Esplanade de la La�cite;Cherbourg;Manche;49.638452;-1.625439;musee Thomas Henry;50100.0;Normandie;Museum
740;M0678;19 ter rue Bonhomme;Cherbourg;Manche;49.6429;-1.630729;musee Emmanuel Liais;50100.0;Normandie;Museum
741;M0683;place de l'Isthme;Granville;Manche;48.838549;-1.600543;musee Richard Anacreon;50400.0;Normandie;Museum
742;M0686;Boulevard de la Commune;Saint-Lo;Manche;49.114654;-1.074964;musee du bocage normand, ferme du bois Jugan;50000.0;Normandie;Museum
743;M0697;;La Ferte-Mace;Orne;48.59056897;-0.359062663;musee municipal - musee du jouet;61200.0;Normandie;Museum
744;M0698;Rue du Portail Saint-Denis;Mortagne-au-Perche;Orne;48.521951;0.547043;musee percheron;61400.0;Normandie;Museum
745;M0696;place Fulbert de Beina;L'Aigle;Orne;48.764955;0.628791;musee municipal d'archeologie;61300.0;Normandie;Museum
746;M0700;Place du General de Gaulle;Sees;Orne;48.605422;0.171614;musee departemental d'art sacre;61500.0;Normandie;Museum
747;M0694;12 rue Charles Aveline;Alen�on;Orne;48.431484;0.083508;musee des beaux-arts et de la dentelle;61000.0;Normandie;Museum
748;M0695;BP 229;Flers;Orne;48.76963604;-0.514904882;musee du chateau de Flers;61104.0;Normandie;Museum
749;M0699;5, hameau de Sainte-Gauburge;Saint-Cyr-La-Rosiere;Orne;48.324387;0.656069;musee departemental des arts et traditions populaires du Perche;61130.0;Normandie;Museum
750;M0711;Avenue Winston Churchill;Caudebec-en-Caux;Seine-Maritime;49.524671;0.72058;mausee de la marine de Seine;76490.0;Normandie;Museum
751;M0712;Rue de Chastes;Dieppe;Seine-Maritime;49.923908;1.071756;chateau-musee;76200.0;Normandie;Museum
752;M0726;Rue Baron Bigot;Montville;Seine-Maritime;49.546845;1.076136;musee des sapeurs pompiers de France;76710.0;Normandie;Museum
753;M0729;Esplanade Marcel Duchamp;Rouen;Seine-Maritime;49.44499;1.09396;musee des beaux-arts;76000.0;Normandie;Museum
754;M0735;48 rue edouard Cannevel;Saint-Nicolas-d'Aliermont;Seine-Maritime;49.879641;1.219788;musee de l'horlogerie;76510.0;Normandie;Museum
755;M5067;185 rue Eau-de-Robec;Rouen;Seine-Maritime;49.441397;1.101667;musee national de l'education;76000.0;Normandie;Museum
756;M0727;53 Grande Rue Saint-Pierre;Neufchatel-en-Bray;Seine-Maritime;49.730766;1.436734;musee Mathon-Durand;76270.0;Normandie;Museum
757;M1099;7 cours Gambetta;Elbeuf;Seine-Maritime;49.285546;1.006479;musee municipal;76500.0;Normandie;Museum
758;M7012;198 rue Beauvoisine;Rouen;Seine-Maritime;49.447268;1.098932;museum d'histoire naturelle;76000.0;Normandie;Museum
759;M7015;Place du Vieux Marche;Le Havre;Seine-Maritime;49.487552;0.108231;museum d'histoire naturelle;76600.0;Normandie;Museum
760;M0710;Rue Thomas-Bazin;Caudebec-en-Caux;Seine-Maritime;49.525351;0.725967;maison des templiers;76490.0;Normandie;Museum
761;M0720;2, boulevard Clemenceau;Le Havre;Seine-Maritime;49.484796;0.102188;musee Malraux;76600.0;Normandie;Museum
762;M0725;Route du chateau;Martainville-Epreville;Seine-Maritime;49.460211;1.292253;musee des traditions et arts normands;76116.0;Normandie;Museum
